종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"104200","NHN벅스","KOSDAQ","디지털컨텐츠","15800","1100","7.48","234275290000"
"060250","NHN한국사이버결제","KOSDAQ","소프트웨어","23950","300","1.27","862593139250"
"030190","NICE평가정보","KOSDAQ","기타서비스","18950","550","2.99","1150545839000"
"024940","PN풍년","KOSDAQ","금속","4010","105","2.69","40100000000"
"218410","RFHIC","KOSDAQ","일반전기전자","28200","450","1.62","753118872600"
"327260","RF머트리얼즈","KOSDAQ","기타제조","12300","200","1.65","98986673100"
"091340","S&K폴리텍","KOSDAQ","IT부품","5030","30","0.60","58869716630"
"019550","SBI인베스트먼트","KOSDAQ","금융","1465","10","0.69","237427532375"
"950110","SBI핀테크솔루션즈","KOSDAQ","출판·매체복제","6900","-30","-0.43","165962526000"
"046140","SBS콘텐츠허브","KOSDAQ","오락·문화","7000","-20","-0.28","150244885000"
"036120","SCI평가정보","KOSDAQ","기타서비스","3325","-25","-0.75","118037500000"
"099220","SDN","KOSDAQ","유통","1695","15","0.89","90122197410"
"036540","SFA반도체","KOSDAQ","반도체","6640","140","2.15","1092016411920"
"255220","SG","KOSDAQ","비금속","1990","25","1.27","84755795480"
"040610","SG&G","KOSDAQ","운송장비·부품","2220","-10","-0.45","75673575120"
"049470","SGA","KOSDAQ","소프트웨어","1050","10","0.96","55505361450"
"184230","SGA솔루션즈","KOSDAQ","소프트웨어","1295","0","0.00","59797668770"
"016250","SGC이테크건설","KOSDAQ","건설","56500","500","0.89","114369955500"
"337450","SK5호스팩","KOSDAQ","금융","2070","10","0.49","8921700000"
"340350","SK6호스팩","KOSDAQ","금융","2075","-5","-0.24","11848250000"
"048550","SM C&C","KOSDAQ","방송서비스","3900","-55","-1.39","372598668000"
"063440","SM Life Design","KOSDAQ","출판·매체복제","2605","10","0.39","118342946170"
"950180","SNK","KOSDAQ","출판·매체복제","37150","0","0.00","782445870000"
"289080","SV인베스트먼트","KOSDAQ","금융","3710","0","0.00","197498140000"
"089230","THE E&M","KOSDAQ","인터넷","674","-24","-3.44","116905428734"
"161570","THE MIDONG","KOSDAQ","정보기기","1510","-5","-0.33","23530073300"
"192410","THQ","KOSDAQ","통신장비","2765","-45","-1.60","79991170735"
"032540","TJ미디어","KOSDAQ","일반전기전자","7000","190","2.79","97521263000"
"048770","TPC","KOSDAQ","기계·장비","4500","300","7.14","69652525500"
"246690","TS인베스트먼트","KOSDAQ","금융","2475","15","0.61","96836550525"
"317240","TS트릴리온","KOSDAQ","화학","1210","5","0.41","112141632350"
"038340","UCI","KOSDAQ","기타서비스","1335","0","0.00","16641828315"
"073570","WI","KOSDAQ","기타제조","1025","20","1.99","82927494825"
"057030","YBM넷","KOSDAQ","기타서비스","6330","170","2.76","103259372010"
"040300","YTN","KOSDAQ","방송서비스","3440","-35","-1.01","144480000000"
"051390","YW","KOSDAQ","유통","4165","25","0.60","47295107720"
"052220","iMBC","KOSDAQ","디지털컨텐츠","4220","10","0.24","97060000000"
"079940","가비아","KOSDAQ","인터넷","12750","150","1.19","172579971000"
"078890","가온미디어","KOSDAQ","통신장비","12500","300","2.46","198149325000"
"036620","감성코퍼레이션","KOSDAQ","유통","2040","-15","-0.73","159437572920"
"217730","강스템바이오텍","KOSDAQ","제약","3005","45","1.52","114003464625"
"114190","강원에너지","KOSDAQ","금속","2500","0","0.00","65307595000"
"094480","갤럭시아머니트리","KOSDAQ","소프트웨어","9890","200","2.06","387983097820"
"039240","경남스틸","KOSDAQ","금속","3875","240","6.60","104545965500"
"053950","경남제약","KOSDAQ","제약","4145","545","15.14","83105446925"
"011040","경동제약","KOSDAQ","제약","10600","150","1.44","326148919600"
"024910","경창산업","KOSDAQ","운송장비·부품","3120","30","0.97","111755295600"
"198440","고려시멘트","KOSDAQ","비금속","3420","70","2.09","109371463200"
"049720","고려신용정보","KOSDAQ","기타서비스","7660","40","0.52","109538000000"
"014570","고려제약","KOSDAQ","제약","8510","120","1.43","93610000000"
"348150","고바이오랩","KOSDAQ","기타서비스","16300","100","0.62","265210111700"
"098460","고영","KOSDAQ","기계·장비","19150","500","2.68","1314738558250"
"035290","골드앤에스","KOSDAQ","출판·매체복제","1305","0","0.00","47272202550"
"038530","골드퍼시픽","KOSDAQ","유통","1125","15","1.35","103518484875"
"900280","골든센츄리","KOSDAQ","금융","363","25","7.40","64096213533"
"215000","골프존","KOSDAQ","소프트웨어","150000","3200","2.18","941312250000"
"121440","골프존뉴딘홀딩스","KOSDAQ","유통","8030","-50","-0.62","343979648540"
"014200","광림","KOSDAQ","운송장비·부품","1785","10","0.56","134543104080"
"026910","광진실업","KOSDAQ","금속","4660","20","0.43","29849187300"
"355150","교보10호스팩","KOSDAQ","금융","2125","5","0.24","11305000000"
"397880","교보11호스팩","KOSDAQ","금융","2125","0","0.00","9435000000"
"331520","교보9호스팩","KOSDAQ","금융","2130","0","0.00","8264400000"
"053270","구영테크","KOSDAQ","운송장비·부품","2810","0","0.00","74167628940"
"066620","국보디자인","KOSDAQ","건설","19000","250","1.33","142500000000"
"043650","국순당","KOSDAQ","음식료·담배","10750","200","1.90","191976768000"
"006050","국영지앤엠","KOSDAQ","비금속","1575","15","0.96","54960007725"
"060480","국일신동","KOSDAQ","금속","3655","205","5.94","40533950000"
"078130","국일제지","KOSDAQ","종이·목재","3740","65","1.77","477289349020"
"307750","국전약품","KOSDAQ","제약","7850","40","0.51","385193761650"
"204020","그리티","KOSDAQ","섬유·의류","2760","5","0.18","55606906800"
"186230","그린플러스","KOSDAQ","금속","14000","100","0.72","151482632000"
"900070","글로벌에스엠","KOSDAQ","금융","956","10","1.06","51379233408"
"204620","글로벌텍스프리","KOSDAQ","금융","3420","60","1.79","166679483220"
"019660","글로본","KOSDAQ","유통","2185","85","4.05","71911076880"
"053260","금강철강","KOSDAQ","금속","4955","105","2.16","92757600000"
"036190","금화피에스시","KOSDAQ","건설","31900","400","1.27","191400000000"
"049080","기가레인","KOSDAQ","반도체","2080","15","0.73","164825939200"
"035460","기산텔레콤","KOSDAQ","통신장비","3440","-25","-0.72","50146049600"
"308100","까스텔바작","KOSDAQ","유통","9220","80","0.88","60821574000"
"187790","나노","KOSDAQ","화학","1610","25","1.58","43578988950"
"286750","나노브릭","KOSDAQ","화학","2845","35","1.25","58221641905"
"151910","나노스","KOSDAQ","IT부품","3760","10","0.27","666024283680"
"121600","나노신소재","KOSDAQ","화학","56000","900","1.63","607506648000"
"247660","나노씨엠에스","KOSDAQ","일반전기전자","49900","0","0.00","214017108000"
"039860","나노엔텍","KOSDAQ","의료·정밀기기","6730","10","0.15","180415329710"
"091970","나노캠텍","KOSDAQ","화학","1610","0","0.00","45209484250"
"051490","나라엠앤디","KOSDAQ","기계·장비","8750","150","1.74","124250000000"
"137080","나래나노텍","KOSDAQ","기계·장비","13900","150","1.09","153725965800"
"190510","나무가","KOSDAQ","IT부품","11000","250","2.33","151163980000"
"242040","나무기술","KOSDAQ","출판·매체복제","2490","0","0.00","85261833000"
"089600","나스미디어","KOSDAQ","기타서비스","27950","300","1.08","268457234500"
"293580","나우IB","KOSDAQ","금융","9510","0","0.00","91077270000"
"138610","나이벡","KOSDAQ","제약","20050","50","0.25","198554728950"
"130580","나이스디앤비","KOSDAQ","기타서비스","9380","40","0.43","144452000000"
"036800","나이스정보통신","KOSDAQ","통신서비스","29000","1400","5.07","290000000000"
"267320","나인테크","KOSDAQ","IT부품","3315","45","1.38","130599576510"
"111710","남화산업","KOSDAQ","오락·문화","8370","-20","-0.24","172321560000"
"091590","남화토건","KOSDAQ","건설","8020","160","2.04","94154800000"
"168330","내츄럴엔도텍","KOSDAQ","기타서비스","5840","90","1.57","182064890800"
"094860","네오리진","KOSDAQ","소프트웨어","820","1","0.12","81843062660"
"253590","네오셈","KOSDAQ","반도체","3140","10","0.32","118307353140"
"212560","네오오토","KOSDAQ","운송장비·부품","7010","50","0.72","55203490630"
"095660","네오위즈","KOSDAQ","디지털컨텐츠","23100","300","1.32","508978908900"
"042420","네오위즈홀딩스","KOSDAQ","디지털컨텐츠","49500","950","1.96","438414867000"
"950220","네오이뮨텍(Reg.S)","KOSDAQ","기타서비스","6610","100","1.54","652681381100"
"311390","네오크레마","KOSDAQ","음식료·담배","20200","-700","-3.35","161228118000"
"085910","네오티스","KOSDAQ","운송장비·부품","5480","280","5.38","75781374640"
"092730","네오팜","KOSDAQ","화학","25800","-200","-0.77","211749913800"
"290660","네오펙트","KOSDAQ","의료·정밀기기","2755","20","0.73","53007899835"
"306620","네온테크","KOSDAQ","기계·장비","4115","0","0.00","164281120420"
"153460","네이블","KOSDAQ","소프트웨어","8150","220","2.77","53219614100"
"007390","네이처셀","KOSDAQ","제약","15200","50","0.33","951932771200"
"033640","네패스","KOSDAQ","반도체","28750","150","0.52","662952057500"
"330860","네패스아크","KOSDAQ","반도체","43950","300","0.69","535488777750"
"089140","넥스턴바이오","KOSDAQ","비금속","4785","-140","-2.84","158961834240"
"065170","넥스트BT","KOSDAQ","유통","1210","-10","-0.82","107654376390"
"137940","넥스트아이","KOSDAQ","의료·정밀기기","1245","5","0.40","97509635040"
"348210","넥스틴","KOSDAQ","반도체","55500","700","1.28","537372090000"
"041140","넥슨지티","KOSDAQ","디지털컨텐츠","17500","-200","-1.13","619033135000"
"217270","넵튠","KOSDAQ","출판·매체복제","19850","250","1.28","631512306700"
"225570","넷게임즈","KOSDAQ","디지털컨텐츠","17100","-150","-0.87","493455845700"
"104620","노랑풍선","KOSDAQ","기타서비스","15750","100","0.64","225176962500"
"194700","노바렉스","KOSDAQ","음식료·담배","40000","1100","2.83","360149600000"
"285490","노바텍","KOSDAQ","기타제조","37550","1050","2.88","378569487200"
"106520","노블엠앤비","KOSDAQ","의료·정밀기기","4405","20","0.46","98234878635"
"278650","노터스","KOSDAQ","기타서비스","28750","1550","5.70","219991205000"
"142280","녹십자엠에스","KOSDAQ","제약","9400","540","6.09","198502460200"
"234690","녹십자웰빙","KOSDAQ","제약","9340","0","0.00","165806257840"
"065560","녹원씨엔아이","KOSDAQ","출판·매체복제","5770","0","0.00","131328806250"
"054050","농우바이오","KOSDAQ","농업, 임업 및 어업","10950","-150","-1.35","175534642950"
"069140","누리플랜","KOSDAQ","금속","6350","200","3.25","45102418050"
"040160","누리플렉스","KOSDAQ","소프트웨어","7580","-30","-0.39","91380955300"
"126870","뉴로스","KOSDAQ","기계·장비","2230","0","0.00","79475846390"
"060260","뉴보텍","KOSDAQ","화학","1105","10","0.91","36944293750"
"012340","뉴인텍","KOSDAQ","IT부품","3435","30","0.88","103202864370"
"214870","뉴지랩파마","KOSDAQ","유통","9090","10","0.11","284753658150"
"270870","뉴트리","KOSDAQ","음식료·담배","19750","300","1.54","179986174000"
"144960","뉴파워프라즈마","KOSDAQ","기계·장비","6020","420","7.50","263029596480"
"085670","뉴프렉스","KOSDAQ","IT부품","5210","500","10.62","126132813130"
"119860","다나와","KOSDAQ","인터넷","22600","200","0.89","295490977200"
"064260","다날","KOSDAQ","디지털컨텐츠","9980","170","1.73","688111419200"
"093640","다믈멀티미디어","KOSDAQ","반도체","4160","0","0.00","75912882240"
"340360","다보링크","KOSDAQ","통신장비","1640","0","0.00","67092662400"
"039560","다산네트웍스","KOSDAQ","통신장비","6420","100","1.58","233564979960"
"032190","다우데이타","KOSDAQ","유통","13300","250","1.92","509390000000"
"068240","다원시스","KOSDAQ","IT부품","28000","100","0.36","885654532000"
"020400","대동금속","KOSDAQ","금속","9400","80","0.86","29978160400"
"008830","대동기어","KOSDAQ","기계·장비","6340","150","2.42","56980876800"
"048470","대동스틸","KOSDAQ","금속","6450","610","10.45","64500000000"
"004780","대륙제관","KOSDAQ","금속","5300","70","1.34","84286954700"
"017650","대림제지","KOSDAQ","종이·목재","10500","0","0.00","94500000000"
"007720","대명소노시즌","KOSDAQ","유통","1220","-20","-1.61","122976549000"
"317850","대모","KOSDAQ","기계·장비","4705","0","0.00","39166396100"
"290670","대보마그네틱","KOSDAQ","기계·장비","50100","150","0.30","392007450000"
"078140","대봉엘에스","KOSDAQ","제약","9190","60","0.66","101885661010"
"036480","대성미생물","KOSDAQ","제약","12700","350","2.83","48260000000"
"025440","대성엘텍","KOSDAQ","일반전기전자","778","6","0.78","78555704854"
"027830","대성창투","KOSDAQ","금융","2585","30","1.17","103400000000"
"104040","대성파인텍","KOSDAQ","운송장비·부품","2410","35","1.47","75436087210"
"387310","대신밸런스제10호스팩","KOSDAQ","금융","2135","10","0.47","11657100000"
"397500","대신밸런스제11호스팩","KOSDAQ","금융","2115","0","0.00","16095150000"
"332290","대신밸런스제7호스팩","KOSDAQ","금융","2135","15","0.71","11112675000"
"336570","대신밸런스제8호스팩","KOSDAQ","금융","2675","0","0.00","15006750000"
"020180","대신정보통신","KOSDAQ","컴퓨터서비스","1310","20","1.55","50341878650"
"045390","대아티아이","KOSDAQ","일반전기전자","4705","35","0.75","334767911010"
"108380","대양전기공업","KOSDAQ","운송장비·부품","15100","800","5.59","144466728300"
"006580","대양제지","KOSDAQ","종이·목재","3260","0","0.00","87531000000"
"007680","대원","KOSDAQ","건설","9140","70","0.77","122900772360"
"048910","대원미디어","KOSDAQ","유통","17350","300","1.76","218244713100"
"005710","대원산업","KOSDAQ","운송장비·부품","6120","-10","-0.16","122630112000"
"290380","대유","KOSDAQ","화학","5460","-130","-2.33","79051659960"
"290120","대유에이피","KOSDAQ","운송장비·부품","5930","80","1.37","67806555350"
"120240","대정화금","KOSDAQ","화학","17150","250","1.48","123315205650"
"003310","대주산업","KOSDAQ","음식료·담배","1810","15","0.84","64060153500"
"078600","대주전자재료","KOSDAQ","IT부품","88000","1100","1.27","1362292184000"
"096350","대창솔루션","KOSDAQ","금속","461","29","6.71","75493825149"
"140520","대창스틸","KOSDAQ","금속","3580","190","5.60","75571089940"
"131220","대한과학","KOSDAQ","유통","8460","20","0.24","63064985400"
"010170","대한광통신","KOSDAQ","일반전기전자","2000","55","2.83","147483250000"
"060900","대한그린파워","KOSDAQ","화학","1215","40","3.40","209935968075"
"054670","대한뉴팜","KOSDAQ","제약","10900","-50","-0.46","156468628000"
"023910","대한약품","KOSDAQ","제약","28550","300","1.06","171300000000"
"021040","대호특수강","KOSDAQ","금속","799","6","0.76","60243433460"
"021045","대호특수강우","KOSDAQ","금속","1395","25","1.82","5918240070"
"067080","대화제약","KOSDAQ","제약","8660","0","0.00","161220189000"
"298540","더네이쳐홀딩스","KOSDAQ","섬유·의류","37700","3450","10.07","548333531200"
"299170","더블유에스아이","KOSDAQ","유통","2500","0","0.00","75069907500"
"213420","덕산네오룩스","KOSDAQ","반도체","39100","-2100","-5.10","970899098900"
"317330","덕산테코피아","KOSDAQ","반도체","28700","-500","-1.71","527432183600"
"077360","덕산하이메탈","KOSDAQ","일반전기전자","16200","450","2.86","368039716200"
"090410","덕신하우징","KOSDAQ","금속","1850","20","1.09","85255575750"
"263600","덕우전자","KOSDAQ","일반전기전자","7840","230","3.02","124893630400"
"194480","데브시스터즈","KOSDAQ","디지털컨텐츠","58600","1300","2.27","692426976000"
"263800","데이타솔루션","KOSDAQ","정보기기","5350","80","1.52","86199628000"
"206560","덱스터","KOSDAQ","오락·문화","19500","500","2.63","495316302000"
"261200","덴티스","KOSDAQ","의료·정밀기기","8740","40","0.46","128983958600"
"067990","도이치모터스","KOSDAQ","유통","8650","140","1.65","256245056900"
"006620","동구바이오제약","KOSDAQ","제약","7290","100","1.39","207509791680"
"100130","동국S&C","KOSDAQ","금속","5700","370","6.94","325715100000"
"005160","동국산업","KOSDAQ","금속","3280","10","0.31","177921900960"
"075970","동국알앤에스","KOSDAQ","비금속","4230","5","0.12","77832000000"
"086450","동국제약","KOSDAQ","제약","20700","400","1.97","920322000000"
"099410","동방선기","KOSDAQ","운송장비·부품","3795","300","8.58","51388102590"
"033500","동성화인텍","KOSDAQ","화학","11050","950","9.41","322443508400"
"025950","동신건설","KOSDAQ","건설","23500","-50","-0.21","197400000000"
"088130","동아엘텍","KOSDAQ","기계·장비","9530","90","0.95","101617799140"
"041930","동아화성","KOSDAQ","화학","10100","100","1.00","159580000000"
"060380","동양에스텍","KOSDAQ","금속","4085","330","8.79","80474500000"
"079960","동양이엔피","KOSDAQ","IT부품","16800","100","0.60","132048000000"
"228340","동양파일","KOSDAQ","비금속","4385","-50","-1.13","87700000000"
"088910","동우팜투테이블","KOSDAQ","음식료·담배","3240","45","1.41","83694915360"
"094170","동운아나텍","KOSDAQ","반도체","7480","260","3.60","131479744880"
"013120","동원개발","KOSDAQ","건설","4835","35","0.73","439057163500"
"109860","동일금속","KOSDAQ","금속","16100","100","0.63","146510000000"
"032960","동일기연","KOSDAQ","IT부품","12600","350","2.86","44141391000"
"023790","동일철강","KOSDAQ","금속","3850","240","6.65","59916098550"
"005290","동진쎄미켐","KOSDAQ","반도체","34550","900","2.67","1776370767700"
"025900","동화기업","KOSDAQ","종이·목재","70000","700","1.01","1414082390000"
"073190","듀오백","KOSDAQ","기타제조","2490","85","3.53","29800419600"
"030350","드래곤플라이","KOSDAQ","디지털컨텐츠","2100","25","1.20","86806339200"
"203650","드림시큐리티","KOSDAQ","출판·매체복제","4005","20","0.50","202676044770"
"223250","드림씨아이에스","KOSDAQ","기타서비스","11550","50","0.43","65362073700"
"060570","드림어스컴퍼니","KOSDAQ","디지털컨텐츠","4365","-25","-0.57","248193232155"
"217620","디딤","KOSDAQ","숙박·음식","1120","0","0.00","46649939840"
"187870","디바이스이엔지","KOSDAQ","반도체","23200","450","1.98","163249328800"
"066670","디스플레이텍","KOSDAQ","IT부품","6650","60","0.91","124301254700"
"110990","디아이티","KOSDAQ","IT부품","8600","50","0.58","162540000000"
"078590","디아크","KOSDAQ","운송장비·부품","2380","0","0.00","197556560040"
"263690","디알젬","KOSDAQ","의료·정밀기기","9510","-40","-0.42","107706551100"
"214680","디알텍","KOSDAQ","의료·정밀기기","1540","0","0.00","87745246820"
"263720","디앤씨미디어","KOSDAQ","디지털컨텐츠","30200","100","0.33","370708352200"
"376300","디어유","KOSDAQ","소프트웨어","47000","-1250","-2.59","1032926802000"
"109740","디에스케이","KOSDAQ","기계·장비","7680","10","0.13","207551308800"
"131030","디에이치피코리아","KOSDAQ","제약","7400","60","0.82","122579497800"
"196490","디에이테크놀로지","KOSDAQ","기계·장비","6020","20","0.33","144810582280"
"066900","디에이피","KOSDAQ","IT부품","4120","140","3.52","93707352360"
"180400","디엑스앤브이엑스","KOSDAQ","기타서비스","7740","0","0.00","222082929900"
"127120","디엔에이링크","KOSDAQ","기타서비스","3340","40","1.21","54754931280"
"092070","디엔에프","KOSDAQ","화학","17000","0","0.00","196721586000"
"039840","디오","KOSDAQ","의료·정밀기기","32100","100","0.31","506355318900"
"219550","디와이디","KOSDAQ","유통","2560","-10","-0.39","47503984640"
"310870","디와이씨","KOSDAQ","운송장비·부품","1990","-5","-0.25","40013469290"
"104460","디와이피엔에프","KOSDAQ","기계·장비","38000","600","1.60","407117750000"
"079810","디이엔티","KOSDAQ","기계·장비","5660","-30","-0.53","83180854240"
"113810","디젠스","KOSDAQ","운송장비·부품","989","73","7.97","32269142439"
"043360","디지아이","KOSDAQ","정보기기","3535","115","3.36","31815000000"
"197140","디지캡","KOSDAQ","출판·매체복제","3970","-50","-1.24","36137016310"
"068930","디지털대성","KOSDAQ","기타서비스","8130","10","0.12","241840988070"
"033130","디지틀조선","KOSDAQ","디지털컨텐츠","3070","40","1.32","113943869690"
"105740","디케이락","KOSDAQ","기계·장비","11200","550","5.16","94639014400"
"263020","디케이앤디","KOSDAQ","화학","4260","-115","-2.63","66142481040"
"290550","디케이티","KOSDAQ","IT부품","13900","250","1.83","228831057400"
"187220","디티앤씨","KOSDAQ","기타서비스","6260","-40","-0.63","70633401660"
"131180","딜리","KOSDAQ","정보기기","2080","-105","-4.81","61048000000"
"315640","딥노이드","KOSDAQ","소프트웨어","12800","150","1.19","118755148800"
"317120","라닉스","KOSDAQ","일반전기전자","8120","-30","-0.37","78427020000"
"042510","라온시큐어","KOSDAQ","소프트웨어","3580","70","1.99","138426950680"
"232680","라온테크","KOSDAQ","반도체","38350","450","1.19","189284286750"
"300120","라온피플","KOSDAQ","IT부품","13050","300","2.35","137731735800"
"171120","라이온켐텍","KOSDAQ","화학","7890","90","1.15","149070314640"
"069540","라이트론","KOSDAQ","통신장비","4100","100","2.50","106854019600"
"347700","라이프시맨틱스","KOSDAQ","소프트웨어","8510","50","0.59","86119242700"
"214260","라파스","KOSDAQ","화학","30150","50","0.17","259242242400"
"200350","래몽래인","KOSDAQ","오락·문화","17250","-450","-2.54","107786952750"
"171010","램테크놀러지","KOSDAQ","반도체","7350","150","2.08","98657829900"
"084650","랩지노믹스","KOSDAQ","기타서비스","22650","350","1.57","259344697050"
"217500","러셀","KOSDAQ","기계·장비","4165","55","1.34","132496980000"
"141080","레고켐바이오","KOSDAQ","기타서비스","43200","750","1.77","1046948457600"
"060300","레드로버","KOSDAQ","오락·문화","1830","0","0.00","53493273510"
"038390","레드캡투어","KOSDAQ","기타서비스","23750","100","0.42","204000150000"
"294140","레몬","KOSDAQ","화학","5200","-20","-0.38","192400000000"
"228670","레이","KOSDAQ","의료·정밀기기","22300","-50","-0.22","296735708200"
"228850","레이언스","KOSDAQ","의료·정밀기기","11500","150","1.32","190796661000"
"281740","레이크머티리얼즈","KOSDAQ","화학","4555","30","0.66","299402646140"
"277810","레인보우로보틱스","KOSDAQ","기계·장비","22100","1050","4.99","356588229400"
"215100","로보로보","KOSDAQ","디지털컨텐츠","8920","1070","13.63","181508209680"
"090360","로보스타","KOSDAQ","기계·장비","21800","850","4.06","212550000000"
"108490","로보티즈","KOSDAQ","소프트웨어","24200","1500","6.61","286591476600"
"900260","로스웰","KOSDAQ","금융","412","43","11.65","74224454516"
"067730","로지시스","KOSDAQ","컴퓨터서비스","6830","-10","-0.15","66072887260"
"071280","로체시스템즈","KOSDAQ","반도체","5380","180","3.46","82295724140"
"038060","루멘스","KOSDAQ","반도체","1175","15","1.29","56521106075"
"085370","루트로닉","KOSDAQ","의료·정밀기기","21000","600","2.94","550888821000"
"08537M","루트로닉3우C","KOSDAQ","의료·정밀기기","28950","-850","-2.85","8681207550"
"060240","룽투코리아","KOSDAQ","디지털컨텐츠","6210","450","7.81","157915853640"
"058470","리노공업","KOSDAQ","반도체","174400","-100","-0.06","2658269328000"
"039980","리노스","KOSDAQ","유통","1070","10","0.94","46626626020"
"019570","리더스 기술투자","KOSDAQ","금융","491","2","0.41","63851457682"
"016100","리더스코스메틱","KOSDAQ","화학","2430","65","2.75","46415172420"
"012700","리드코프","KOSDAQ","유통","8110","0","0.00","214478154850"
"302550","리메드","KOSDAQ","의료·정밀기기","22250","1050","4.95","136339456000"
